POTENTIALID,ACTIVITY_TIMESTAMP,ACTIVITY,CONTACTID,ACCOUNTID,INVOICEGRANDTOTAL,DEALSTAGE,EMAIL_VOC,CALL_VOC,EVENT_VOC,QUOTE_VOC,SALESORDER_VOC,INVOICE_VOC,CLASS_TAG
2a305aa4-f7a8-4a29-9504-37b56de7b451,2025-06-18T12:06:23.199626,meeting,CONTACT19,ACCOUNT19,,proposal,,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""discontentment""}",,,,closed lost
2a305aa4-f7a8-4a29-9504-37b56de7b451,2025-06-18T12:16:23.199626,call,CONTACT19,ACCOUNT19,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
2a305aa4-f7a8-4a29-9504-37b56de7b451,2025-06-18T12:26:23.199626,call,CONTACT19,ACCOUNT19,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T11:46:23.195106,mail,CONTACT14,ACCOUNT14,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T11:56:23.195106,call,CONTACT14,ACCOUNT14,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T12:06:23.195106,call,CONTACT14,ACCOUNT14,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T12:16:23.195106,meeting,CONTACT14,ACCOUNT14,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T12:26:23.195106,call,CONTACT14,ACCOUNT14,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T12:36:23.195106,quote,CONTACT14,ACCOUNT14,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T12:46:23.195106,salesorder,CONTACT14,ACCOUNT14,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
2eb874ab-dc3f-4623-aa1e-a772c1f53883,2025-07-01T12:56:23.195106,invoice,CONTACT14,ACCOUNT14,2482,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T11:46:23.195106,mail,CONTACT13,ACCOUNT13,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T11:56:23.195106,call,CONTACT13,ACCOUNT13,,qualification,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T12:06:23.195106,call,CONTACT13,ACCOUNT13,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T12:16:23.195106,meeting,CONTACT13,ACCOUNT13,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T12:26:23.195106,call,CONTACT13,ACCOUNT13,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T12:36:23.195106,quote,CONTACT13,ACCOUNT13,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T12:46:23.195106,salesorder,CONTACT13,ACCOUNT13,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
3257fc86-e4d8-42c3-96bf-7da09d5e2188,2025-06-05T12:56:23.195106,invoice,CONTACT13,ACCOUNT13,398,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
3451d332-acc6-46f4-973a-42943bb3de45,2025-06-21T11:46:23.188851,mail,CONTACT10,ACCOUNT10,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
3451d332-acc6-46f4-973a-42943bb3de45,2025-06-21T11:56:23.188851,meeting,CONTACT10,ACCOUNT10,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
3451d332-acc6-46f4-973a-42943bb3de45,2025-06-21T12:06:23.188851,call,CONTACT10,ACCOUNT10,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
3451d332-acc6-46f4-973a-42943bb3de45,2025-06-21T12:16:23.188851,quote,CONTACT10,ACCOUNT10,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
3451d332-acc6-46f4-973a-42943bb3de45,2025-06-21T12:26:23.188851,salesorder,CONTACT10,ACCOUNT10,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
3451d332-acc6-46f4-973a-42943bb3de45,2025-06-21T12:36:23.188851,invoice,CONTACT10,ACCOUNT10,122,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
36375eeb-d8ce-4402-9e93-2c23d481b816,2025-06-10T11:46:23.188851,mail,CONTACT14,ACCOUNT14,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
36375eeb-d8ce-4402-9e93-2c23d481b816,2025-06-10T11:56:23.188851,meeting,CONTACT14,ACCOUNT14,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
36375eeb-d8ce-4402-9e93-2c23d481b816,2025-06-10T12:06:23.188851,call,CONTACT14,ACCOUNT14,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
36375eeb-d8ce-4402-9e93-2c23d481b816,2025-06-10T12:16:23.188851,quote,CONTACT14,ACCOUNT14,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
36375eeb-d8ce-4402-9e93-2c23d481b816,2025-06-10T12:26:23.188851,salesorder,CONTACT14,ACCOUNT14,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
36375eeb-d8ce-4402-9e93-2c23d481b816,2025-06-10T12:36:23.188851,invoice,CONTACT14,ACCOUNT14,6385,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
383963ec-96d4-450b-b2e3-c82e605f17f0,2025-06-23T11:46:23.188851,mail,CONTACT29,ACCOUNT29,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
383963ec-96d4-450b-b2e3-c82e605f17f0,2025-06-23T11:56:23.188851,meeting,CONTACT29,ACCOUNT29,,needs analysis,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
383963ec-96d4-450b-b2e3-c82e605f17f0,2025-06-23T12:06:23.188851,call,CONTACT29,ACCOUNT29,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
383963ec-96d4-450b-b2e3-c82e605f17f0,2025-06-23T12:16:23.188851,quote,CONTACT29,ACCOUNT29,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
383963ec-96d4-450b-b2e3-c82e605f17f0,2025-06-23T12:26:23.188851,salesorder,CONTACT29,ACCOUNT29,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
383963ec-96d4-450b-b2e3-c82e605f17f0,2025-06-23T12:36:23.188851,invoice,CONTACT29,ACCOUNT29,7282,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T11:46:23.195106,mail,CONTACT9,ACCOUNT9,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T11:56:23.195106,call,CONTACT9,ACCOUNT9,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T12:06:23.195106,call,CONTACT9,ACCOUNT9,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T12:16:23.195106,meeting,CONTACT9,ACCOUNT9,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T12:26:23.195106,call,CONTACT9,ACCOUNT9,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T12:36:23.195106,quote,CONTACT9,ACCOUNT9,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T12:46:23.195106,salesorder,CONTACT9,ACCOUNT9,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
38c64a84-da49-4b29-a795-27d6f1c53070,2025-06-16T12:56:23.195106,invoice,CONTACT9,ACCOUNT9,8055,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T11:46:23.195106,mail,CONTACT38,ACCOUNT38,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T11:56:23.195106,call,CONTACT38,ACCOUNT38,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T12:06:23.195106,call,CONTACT38,ACCOUNT38,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T12:16:23.195106,meeting,CONTACT38,ACCOUNT38,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T12:26:23.195106,call,CONTACT38,ACCOUNT38,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T12:36:23.195106,quote,CONTACT38,ACCOUNT38,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T12:46:23.195106,salesorder,CONTACT38,ACCOUNT38,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
3a1b005c-1f52-4cf1-aa94-33168d5b8697,2025-06-18T12:56:23.195106,invoice,CONTACT38,ACCOUNT38,6665,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
3ba643fd-bbe1-4ae8-9455-2a11969a7760,2025-06-18T11:46:23.188851,mail,CONTACT31,ACCOUNT31,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
3ba643fd-bbe1-4ae8-9455-2a11969a7760,2025-06-18T11:56:23.188851,meeting,CONTACT31,ACCOUNT31,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
3ba643fd-bbe1-4ae8-9455-2a11969a7760,2025-06-18T12:06:23.188851,call,CONTACT31,ACCOUNT31,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
3ba643fd-bbe1-4ae8-9455-2a11969a7760,2025-06-18T12:16:23.188851,quote,CONTACT31,ACCOUNT31,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
3ba643fd-bbe1-4ae8-9455-2a11969a7760,2025-06-18T12:26:23.188851,salesorder,CONTACT31,ACCOUNT31,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
3ba643fd-bbe1-4ae8-9455-2a11969a7760,2025-06-18T12:36:23.188851,invoice,CONTACT31,ACCOUNT31,1505,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T11:46:23.195106,mail,CONTACT43,ACCOUNT43,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T11:56:23.195106,call,CONTACT43,ACCOUNT43,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T12:06:23.195106,call,CONTACT43,ACCOUNT43,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T12:16:23.195106,meeting,CONTACT43,ACCOUNT43,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T12:26:23.195106,call,CONTACT43,ACCOUNT43,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T12:36:23.195106,quote,CONTACT43,ACCOUNT43,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T12:46:23.195106,salesorder,CONTACT43,ACCOUNT43,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
3d336c45-6d18-4a83-a656-ae3d7275b1fe,2025-06-01T12:56:23.195106,invoice,CONTACT43,ACCOUNT43,2007,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
3dc59f3f-040c-4e6a-9884-29aa109a2c06,2025-06-21T11:46:23.199626,mail,CONTACT5,ACCOUNT5,,qualification,"{""sentiment"": ""negative"", ""intent"": ""others"", ""emotion"": ""discontentment""}",,,,,,closed lost
3dc59f3f-040c-4e6a-9884-29aa109a2c06,2025-06-21T11:56:23.199626,call,CONTACT5,ACCOUNT5,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
3dc59f3f-040c-4e6a-9884-29aa109a2c06,2025-06-21T12:06:23.199626,meeting,CONTACT5,ACCOUNT5,,proposal,,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""discontentment""}",,,,closed lost
3dc59f3f-040c-4e6a-9884-29aa109a2c06,2025-06-21T12:16:23.199626,call,CONTACT5,ACCOUNT5,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
3dc59f3f-040c-4e6a-9884-29aa109a2c06,2025-06-21T12:26:23.199626,call,CONTACT5,ACCOUNT5,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
3e2a926e-d582-44f4-9d2c-56eb49060935,2025-06-09T11:46:23.188851,mail,CONTACT38,ACCOUNT38,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
3e2a926e-d582-44f4-9d2c-56eb49060935,2025-06-09T11:56:23.188851,meeting,CONTACT38,ACCOUNT38,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
3e2a926e-d582-44f4-9d2c-56eb49060935,2025-06-09T12:06:23.188851,call,CONTACT38,ACCOUNT38,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
3e2a926e-d582-44f4-9d2c-56eb49060935,2025-06-09T12:16:23.188851,quote,CONTACT38,ACCOUNT38,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
3e2a926e-d582-44f4-9d2c-56eb49060935,2025-06-09T12:26:23.188851,salesorder,CONTACT38,ACCOUNT38,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
3e2a926e-d582-44f4-9d2c-56eb49060935,2025-06-09T12:36:23.188851,invoice,CONTACT38,ACCOUNT38,9484,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
3ef3319c-6f1f-427c-a78a-99662c69db7c,2025-06-02T11:46:23.199626,mail,CONTACT14,ACCOUNT14,,qualification,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,,closed lost
3ef3319c-6f1f-427c-a78a-99662c69db7c,2025-06-02T11:56:23.199626,call,CONTACT14,ACCOUNT14,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
3ef3319c-6f1f-427c-a78a-99662c69db7c,2025-06-02T12:06:23.199626,meeting,CONTACT14,ACCOUNT14,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed lost
3ef3319c-6f1f-427c-a78a-99662c69db7c,2025-06-02T12:16:23.199626,call,CONTACT14,ACCOUNT14,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
3ef3319c-6f1f-427c-a78a-99662c69db7c,2025-06-02T12:26:23.199626,call,CONTACT14,ACCOUNT14,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T11:46:23.195106,mail,CONTACT27,ACCOUNT27,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T11:56:23.195106,call,CONTACT27,ACCOUNT27,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T12:06:23.195106,call,CONTACT27,ACCOUNT27,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T12:16:23.195106,meeting,CONTACT27,ACCOUNT27,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T12:26:23.195106,call,CONTACT27,ACCOUNT27,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T12:36:23.195106,quote,CONTACT27,ACCOUNT27,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T12:46:23.195106,salesorder,CONTACT27,ACCOUNT27,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
43fcc6bc-fba8-45fc-8697-7ffbe687a558,2025-06-16T12:56:23.195106,invoice,CONTACT27,ACCOUNT27,6758,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
4418224d-c30c-4080-b0f6-ac013bb0cd44,2025-06-29T11:46:23.188851,mail,CONTACT45,ACCOUNT45,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
4418224d-c30c-4080-b0f6-ac013bb0cd44,2025-06-29T11:56:23.188851,meeting,CONTACT45,ACCOUNT45,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
4418224d-c30c-4080-b0f6-ac013bb0cd44,2025-06-29T12:06:23.188851,call,CONTACT45,ACCOUNT45,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
4418224d-c30c-4080-b0f6-ac013bb0cd44,2025-06-29T12:16:23.188851,quote,CONTACT45,ACCOUNT45,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
4418224d-c30c-4080-b0f6-ac013bb0cd44,2025-06-29T12:26:23.188851,salesorder,CONTACT45,ACCOUNT45,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
4418224d-c30c-4080-b0f6-ac013bb0cd44,2025-06-29T12:36:23.188851,invoice,CONTACT45,ACCOUNT45,6339,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
4480a532-c931-4c78-8bf3-203bea3a2888,2025-06-06T11:46:23.199626,mail,CONTACT3,ACCOUNT3,,qualification,"{""sentiment"": ""negative"", ""intent"": ""others"", ""emotion"": ""discontentment""}",,,,,,closed lost
4480a532-c931-4c78-8bf3-203bea3a2888,2025-06-06T11:56:23.199626,call,CONTACT3,ACCOUNT3,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
4480a532-c931-4c78-8bf3-203bea3a2888,2025-06-06T12:06:23.199626,meeting,CONTACT3,ACCOUNT3,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed lost
4480a532-c931-4c78-8bf3-203bea3a2888,2025-06-06T12:16:23.199626,call,CONTACT3,ACCOUNT3,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
4480a532-c931-4c78-8bf3-203bea3a2888,2025-06-06T12:26:23.199626,call,CONTACT3,ACCOUNT3,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T11:46:23.195106,mail,CONTACT42,ACCOUNT42,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T11:56:23.195106,call,CONTACT42,ACCOUNT42,,qualification,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T12:06:23.195106,call,CONTACT42,ACCOUNT42,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T12:16:23.195106,meeting,CONTACT42,ACCOUNT42,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T12:26:23.195106,call,CONTACT42,ACCOUNT42,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T12:36:23.195106,quote,CONTACT42,ACCOUNT42,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T12:46:23.195106,salesorder,CONTACT42,ACCOUNT42,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
46967edf-e668-41da-85bf-fedc919db84a,2025-06-05T12:56:23.195106,invoice,CONTACT42,ACCOUNT42,901,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
47ab88d5-06ce-4df2-b8bb-cdf13138c148,2025-06-01T11:46:23.199626,mail,CONTACT7,ACCOUNT7,,qualification,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,,closed lost
47ab88d5-06ce-4df2-b8bb-cdf13138c148,2025-06-01T11:56:23.199626,call,CONTACT7,ACCOUNT7,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
47ab88d5-06ce-4df2-b8bb-cdf13138c148,2025-06-01T12:06:23.199626,meeting,CONTACT7,ACCOUNT7,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed lost
47ab88d5-06ce-4df2-b8bb-cdf13138c148,2025-06-01T12:16:23.199626,call,CONTACT7,ACCOUNT7,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
47ab88d5-06ce-4df2-b8bb-cdf13138c148,2025-06-01T12:26:23.199626,call,CONTACT7,ACCOUNT7,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T11:46:23.195106,mail,CONTACT8,ACCOUNT8,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
